City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
saint austell,50.3383,-4.7658,11.0,93.0,75.0,10.29,GB,1611081659.0
rockford,42.2711,-89.094,-2.78,63.0,90.0,2.57,US,1611081626.0
never,46.9896,3.159,6.0,70.0,0.0,1.03,FR,1611081659.0
svetlaya,46.5389,138.3297,-19.56,76.0,0.0,3.25,RU,1611081659.0
contai,21.7786,87.7536,20.67,87.0,0.0,3.07,IN,1611081659.0
mananara,-16.1667,49.7667,25.13,90.0,100.0,2.89,MG,1611081659.0
middelburg,-25.7751,29.4648,20.12,44.0,55.0,3.76,ZA,1611081659.0
traverse city,44.7631,-85.6206,-4.0,74.0,90.0,2.57,US,1611081561.0
bystryy istok,52.371,84.3873,-17.11,91.0,100.0,1.34,RU,1611081660.0
smoky lake,54.1169,-112.4686,-1.0,55.0,100.0,3.09,CA,1611081660.0
savannah bight,16.45,-85.85,29.0,65.0,20.0,1.54,HN,1611081660.0
nelson bay,-32.7167,152.15,19.0,72.0,90.0,4.12,AU,1611081660.0
grindavik,63.8424,-22.4338,1.0,80.0,75.0,10.29,IS,1611081660.0
atar,20.5169,-13.0499,20.02,19.0,5.0,4.61,MR,1611081660.0
kinshasa,-4.3246,15.3215,25.0,88.0,44.0,1.03,CD,1611081409.0
honiara,-9.4333,159.95,25.76,82.0,100.0,0.32,SB,1611081660.0
pangkalanbuun,-2.6833,111.6167,23.52,92.0,100.0,1.16,ID,1611081660.0
venice,27.0998,-82.4543,22.22,37.0,1.0,3.09,US,1611081587.0
shimanovsk,52.0,127.7,-28.61,86.0,83.0,2.58,RU,1611081660.0
paka,4.6374,103.4368,23.0,94.0,100.0,1.03,MY,1611081661.0
tiksi,71.6872,128.8694,-32.16,85.0,100.0,0.58,RU,1611081661.0
yeppoon,-23.1333,150.7333,25.0,83.0,0.0,2.57,AU,1611081661.0
karakol,42.4907,78.3936,-3.12,78.0,100.0,2.21,KG,1611081661.0
fairbanks,64.8378,-147.7164,-4.0,86.0,90.0,3.09,US,1611081489.0
kidal,18.4411,1.4078,21.78,20.0,0.0,5.49,ML,1611081661.0
sinnamary,5.3833,-52.95,27.16,71.0,94.0,5.75,GF,1611081661.0
zyryanka,65.75,150.85,-43.18,77.0,43.0,1.79,RU,1611081661.0
bambous virieux,-20.3428,57.7575,27.22,89.0,20.0,1.54,MU,1611081666.0
caravelas,-17.7125,-39.2481,28.05,61.0,0.0,4.14,BR,1611081666.0
amambai,-23.1042,-55.2258,21.06,98.0,100.0,1.14,BR,1611081666.0
lubsko,51.7847,14.972,1.11,94.0,100.0,1.34,PL,1611081666.0
saint-pierre,-21.3393,55.4781,28.33,74.0,90.0,1.54,RE,1611081667.0
avera,33.194,-82.5271,16.0,27.0,1.0,3.6,US,1611081383.0
ulladulla,-35.35,150.4667,16.11,77.0,90.0,3.09,AU,1611081623.0
shache,38.4167,77.2406,-4.63,81.0,0.0,1.11,CN,1611081667.0
hualmay,-11.0964,-77.6139,25.01,65.0,13.0,4.66,PE,1611081667.0
kavaratti,10.5669,72.642,27.74,71.0,0.0,2.99,IN,1611081667.0
olinda,-8.0089,-34.8553,28.0,61.0,40.0,3.6,BR,1611081634.0
avarua,-21.2078,-159.775,28.0,78.0,20.0,3.09,CK,1611081667.0
magaria,12.9983,8.9099,21.63,21.0,0.0,4.6,NE,1611081667.0
stara vyzhivka,51.4376,24.44,-8.16,97.0,100.0,4.39,UA,1611081667.0
poum,-20.2333,164.0167,24.48,88.0,100.0,0.88,NC,1611081667.0
poya,-21.35,165.15,25.99,83.0,96.0,1.03,NC,1611081667.0
itaituba,-4.2761,-55.9836,29.0,84.0,75.0,4.12,BR,1611081667.0
lamu,-2.2717,40.902,26.0,83.0,1.0,4.12,KE,1611081668.0
makakilo city,21.3469,-158.0858,22.0,88.0,90.0,1.54,US,1611081668.0
geraldton,-28.7667,114.6,24.0,78.0,90.0,2.57,AU,1611081668.0
zalantun,48.0,122.7167,-23.11,84.0,5.0,1.34,CN,1611081668.0
oranjemund,-28.55,16.4333,18.94,80.0,0.0,9.13,NA,1611081668.0
yuanping,38.7153,112.7575,-6.31,88.0,0.0,0.07,CN,1611081668.0
sitka,57.0531,-135.33,4.0,75.0,75.0,6.17,US,1611081668.0
luganville,-15.5333,167.1667,26.48,82.0,100.0,2.16,VU,1611081668.0
khorixas,-20.3667,14.9667,23.31,43.0,100.0,6.42,NA,1611081668.0
finschhafen,-6.6024,147.8681,26.9,77.0,48.0,3.37,PG,1611081668.0
kahului,20.8947,-156.47,22.22,73.0,20.0,6.17,US,1611081668.0
at-bashi,41.1702,75.8106,-7.33,82.0,100.0,0.43,KG,1611081668.0
xianyang,34.3378,108.7026,6.11,56.0,40.0,2.0,CN,1611081668.0
chuzhou,32.3219,118.2978,5.56,79.0,0.0,3.87,CN,1611081669.0
bon air,37.5249,-77.5578,12.78,35.0,1.0,4.12,US,1611081669.0
oum hadjer,13.2954,19.6966,23.84,18.0,24.0,5.99,TD,1611081669.0
linares,-35.85,-71.6,38.62,16.0,0.0,1.55,CL,1611081669.0
burgeo,47.6167,-57.6152,-1.83,92.0,81.0,8.5,CA,1611081669.0
baykit,61.67,96.37,-33.01,79.0,100.0,0.86,RU,1611081669.0
kruisfontein,-34.0033,24.7314,21.11,78.0,2.0,2.24,ZA,1611081669.0
reading,51.4562,-0.9711,10.0,93.0,75.0,7.72,GB,1611081402.0
lipari,38.4674,14.954,8.33,55.0,0.0,2.68,IT,1611081669.0
skibbereen,51.55,-9.2667,10.0,100.0,90.0,9.77,IE,1611081669.0
manicore,-5.8092,-61.3003,22.76,98.0,100.0,1.17,BR,1611081669.0
trairi,-3.2778,-39.2689,27.89,70.0,100.0,5.94,BR,1611081669.0
road town,18.4167,-64.6167,29.0,61.0,40.0,6.17,VG,1611081591.0
dudinka,69.4058,86.1778,-38.22,82.0,100.0,1.72,RU,1611081669.0
alexandria,31.2156,29.9553,13.0,88.0,40.0,6.17,EG,1611081669.0
half moon bay,37.4636,-122.4286,15.56,18.0,1.0,12.86,US,1611081411.0
ithaki,38.3642,20.7185,9.0,49.0,20.0,4.12,GR,1611081670.0
fort nelson,58.8053,-122.7002,-6.0,93.0,20.0,1.03,CA,1611081675.0
tura,25.5198,90.2201,14.88,59.0,0.0,1.52,IN,1611081675.0
hashtgerd,35.9642,50.6858,7.0,42.0,0.0,5.14,IR,1611081675.0
ponta delgada,37.7333,-25.6667,15.56,72.0,40.0,11.32,PT,1611081675.0
vardo,70.3705,31.1107,-4.0,93.0,90.0,5.14,NO,1611081675.0
fortuna,40.5982,-124.1573,11.67,81.0,1.0,1.82,US,1611081675.0
itoman,26.1247,127.6694,17.0,63.0,75.0,6.17,JP,1611081675.0
broken hill,-31.95,141.4333,18.0,24.0,55.0,1.54,AU,1611081675.0
goure,13.9835,10.2704,23.33,18.0,0.0,2.68,NE,1611081675.0
belaya gora,68.5333,146.4167,-42.11,81.0,28.0,1.09,RU,1611081675.0
jaisalmer,26.9147,70.9181,13.73,34.0,0.0,2.3,IN,1611081675.0
lasa,46.6166,10.7002,-1.11,73.0,0.0,1.54,IT,1611081675.0
buluang,13.3068,123.3425,23.04,93.0,87.0,0.73,PH,1611081675.0
karpogory,64.0019,44.4451,-10.41,96.0,100.0,3.07,RU,1611081676.0
beipiao,41.7919,120.7792,-9.78,97.0,73.0,3.02,CN,1611081676.0
niono,14.2526,-5.993,26.49,16.0,0.0,3.68,ML,1611081676.0
sao miguel do araguaia,-13.275,-50.1628,29.38,63.0,100.0,2.15,BR,1611081676.0
vestmanna,62.1564,-7.1664,2.0,87.0,43.0,4.12,FO,1611081676.0
ukiah,39.1502,-123.2078,14.0,19.0,1.0,3.03,US,1611081431.0
bahawalpur,29.4,71.6833,12.64,37.0,0.0,1.24,PK,1611081676.0
thunder bay,48.4001,-89.3168,-14.44,72.0,90.0,4.63,CA,1611081612.0
shanghai,31.2222,121.4581,7.22,76.0,0.0,4.0,CN,1611081676.0
sao miguel do iguacu,-25.3481,-54.2378,25.0,88.0,75.0,4.12,BR,1611081676.0
gunjur,13.2019,-16.7339,32.0,29.0,69.0,7.97,GM,1611081676.0
katangli,51.7102,143.2326,-21.98,80.0,100.0,9.19,RU,1611081676.0
staryy nadym,65.6118,72.6842,-30.04,87.0,99.0,3.39,RU,1611081676.0
balkanabat,39.5108,54.3671,8.36,58.0,98.0,1.46,TM,1611081676.0
mogadishu,2.0371,45.3438,25.04,74.0,91.0,10.25,SO,1611081659.0
vila franca do campo,37.7167,-25.4333,15.56,72.0,40.0,11.32,PT,1611081677.0
urumqi,43.801,87.6005,-17.0,85.0,100.0,1.0,CN,1611081677.0
cap malheureux,-19.9842,57.6142,27.22,85.0,38.0,4.23,MU,1611081677.0
ranong,9.9658,98.6348,22.66,85.0,94.0,2.74,TH,1611081608.0
nemuro,43.3236,145.575,-9.3,88.0,7.0,9.89,JP,1611081677.0
caconda,-13.7333,15.0667,18.3,49.0,92.0,3.41,AO,1611081677.0
manggar,-2.8833,108.2667,25.82,82.0,100.0,4.84,ID,1611081677.0
miranda de ebro,42.6865,-2.947,5.0,87.0,0.0,2.06,ES,1611081677.0
warrnambool,-38.3833,142.4833,7.22,92.0,0.0,4.06,AU,1611081677.0
boa vista,2.8197,-60.6733,32.0,40.0,75.0,6.69,BR,1611081678.0
alegrete,-29.7831,-55.7919,31.87,20.0,0.0,6.52,BR,1611081678.0
camacha,33.0833,-16.3333,17.0,63.0,20.0,3.6,PT,1611081678.0
dongzhen,22.3797,110.9389,12.55,78.0,23.0,1.09,CN,1611081678.0
damghan,36.1683,54.348,5.86,58.0,0.0,1.81,IR,1611081679.0
quatre cocos,-20.2078,57.7625,27.22,89.0,20.0,1.54,MU,1611081679.0
lyudinovo,53.8664,34.4478,-18.82,93.0,4.0,1.6,RU,1611081679.0
larsnes,62.2028,5.5773,2.78,80.0,0.0,1.03,NO,1611081679.0
nouadhibou,20.931,-17.0347,20.0,60.0,100.0,6.17,MR,1611081679.0
riohacha,11.5444,-72.9072,30.28,54.0,100.0,8.91,CO,1611081684.0
johi,26.6921,67.6133,12.98,38.0,0.0,0.43,PK,1611081684.0
sudak,44.85,34.9667,-5.54,88.0,8.0,3.82,UA,1611081684.0
do gonbadan,30.3586,50.7981,9.0,66.0,0.0,0.68,IR,1611081684.0
bardiyah,31.7561,25.0865,11.83,70.0,5.0,7.88,LY,1611081684.0
whitehorse,60.7161,-135.0538,1.0,47.0,75.0,3.6,CA,1611081589.0
tual,-5.6667,132.75,28.84,74.0,100.0,4.43,ID,1611081684.0
changji,44.0167,87.3167,-17.0,85.0,100.0,1.0,CN,1611081444.0
sompeta,18.9333,84.6,21.4,70.0,0.0,2.61,IN,1611081684.0
pryazha,61.6926,33.6216,-3.0,93.0,99.0,3.0,RU,1611081685.0
rock sound,24.9,-76.2,21.9,69.0,3.0,8.01,BS,1611081685.0
ossora,59.2353,163.0719,-25.71,84.0,99.0,3.49,RU,1611081685.0
griffith,41.5284,-87.4237,-2.0,69.0,90.0,4.63,US,1611081685.0
klarup,57.0119,10.0562,1.0,100.0,90.0,2.14,DK,1611081685.0
basco,20.4487,121.9702,23.94,81.0,100.0,12.22,PH,1611081685.0
bulgan,48.8125,103.5347,-10.62,79.0,0.0,1.95,MN,1611081685.0
paamiut,61.994,-49.6678,-1.33,86.0,15.0,2.96,GL,1611081685.0
atchison,39.563,-95.1216,7.22,61.0,100.0,5.78,US,1611081685.0
vestmannaeyjar,63.4427,-20.2734,3.0,56.0,40.0,8.23,IS,1611081685.0
muros,42.7762,-9.0603,11.67,87.0,100.0,14.9,ES,1611081685.0
tessalit,20.1986,1.0114,20.21,20.0,18.0,4.74,ML,1611081685.0
burnie,-41.0667,145.9167,10.07,63.0,0.0,3.69,AU,1611081685.0
zhigansk,66.7697,123.3711,-47.31,73.0,49.0,2.09,RU,1611081685.0
motupe,-6.1519,-79.7142,32.78,49.0,100.0,0.89,PE,1611081685.0
kampot,10.6167,104.1833,19.0,88.0,0.0,0.51,KH,1611081685.0
yerbogachen,61.2767,108.0108,-41.97,79.0,99.0,1.81,RU,1611081686.0
mount isa,-20.7333,139.5,27.0,65.0,58.0,1.03,AU,1611081686.0
lagoa,39.05,-27.9833,14.8,70.0,100.0,12.87,PT,1611081686.0
batagay,67.6333,134.6333,-37.49,80.0,100.0,0.53,RU,1611081686.0
port moresby,-9.4431,147.1797,24.0,100.0,20.0,2.57,PG,1611081686.0
moba,33.2288,105.0179,-2.03,95.0,100.0,1.34,CN,1611081686.0
ningxiang,37.34,111.2052,-2.61,89.0,0.0,1.6,CN,1611081686.0
loncoche,-39.3667,-72.6333,30.0,39.0,0.0,4.63,CL,1611081686.0
sigli,5.3848,95.9609,25.47,81.0,99.0,1.77,ID,1611081686.0
vila velha,-20.3297,-40.2925,32.0,45.0,20.0,8.23,BR,1611081446.0
petatlan,17.5167,-101.2667,31.0,66.0,75.0,2.79,MX,1611081686.0
jonesboro,35.8423,-90.7043,11.11,53.0,1.0,2.57,US,1611081442.0
dumas,35.8656,-101.9732,0.56,64.0,1.0,9.26,US,1611081686.0
salalah,17.0151,54.0924,23.0,40.0,0.0,1.03,OM,1611081685.0
logansport,40.7545,-86.3567,0.0,69.0,90.0,3.6,US,1611081686.0
tarko-sale,64.9225,77.785,-25.02,90.0,100.0,3.85,RU,1611081686.0
layou,13.2,-61.2667,27.0,74.0,75.0,6.17,VC,1611081686.0
port hardy,50.6996,-127.4199,8.0,81.0,90.0,2.06,CA,1611081687.0
murray bridge,-35.1167,139.2667,12.22,93.0,0.0,1.11,AU,1611081687.0
vila,42.0304,-8.1588,9.44,76.0,100.0,4.02,PT,1611081687.0
mecca,21.4267,39.8261,21.02,54.0,0.0,3.4,SA,1611081687.0
jaora,23.6333,75.1333,17.01,50.0,0.0,2.21,IN,1611081687.0
ciudad bolivar,8.1222,-63.5497,31.64,47.0,94.0,4.68,VE,1611081687.0
sanchazi,42.0817,126.6003,-16.13,86.0,84.0,1.59,CN,1611081687.0
narasannapeta,18.4167,84.05,20.12,83.0,0.0,1.06,IN,1611081692.0
gondanglegi,-7.7479,112.0132,22.88,92.0,100.0,1.43,ID,1611081692.0
fomboni,-12.28,43.7425,28.85,78.0,100.0,6.46,KM,1611081692.0
limbang,4.75,115.0,25.0,94.0,75.0,1.54,MY,1611081692.0
petropavl,54.8753,69.1628,-20.44,90.0,100.0,4.04,KZ,1611081692.0
jardim,-21.4803,-56.1381,23.88,93.0,100.0,2.22,BR,1611081512.0
ewa beach,21.3156,-158.0072,22.0,88.0,90.0,1.54,US,1611081619.0
taywarah,33.35,64.4167,-4.26,86.0,0.0,2.36,AF,1611081692.0
diego de almagro,-26.3667,-70.05,29.18,18.0,0.0,7.39,CL,1611081693.0
pasni,25.2631,63.471,20.74,77.0,1.0,1.34,PK,1611081693.0
oktyabrskiy,54.4815,53.471,-17.08,93.0,100.0,1.18,RU,1611081693.0
eenhana,-17.4667,16.3333,34.0,21.0,100.0,2.06,NA,1611081693.0
mareeba,-17.0,145.4333,26.0,89.0,90.0,2.06,AU,1611081693.0
san quintin,30.4833,-115.95,17.52,71.0,91.0,9.81,MX,1611081693.0
banda aceh,5.5577,95.3222,25.11,85.0,100.0,4.71,ID,1611081693.0
nakhon si thammarat,8.25,100.0,22.22,88.0,47.0,0.36,TH,1611081693.0
lazaro cardenas,17.9583,-102.2,30.58,46.0,0.0,2.89,MX,1611081693.0
baculin,7.4525,126.5842,25.53,82.0,100.0,2.41,PH,1611081693.0
araguaina,-7.1911,-48.2072,27.96,73.0,100.0,1.24,BR,1611081693.0
cam ranh,11.9214,109.1591,23.0,73.0,75.0,5.14,VN,1611081693.0
olafsvik,64.8945,-23.7142,1.2,87.0,100.0,17.42,IS,1611081693.0
san rafael del sur,11.8485,-86.4384,32.0,62.0,40.0,8.23,NI,1611081694.0
anloga,5.7947,0.8973,28.0,83.0,20.0,4.12,GH,1611081694.0
saldanha,-33.0117,17.9442,21.0,64.0,0.0,7.72,ZA,1611081694.0
bonnyville,54.2668,-110.735,-1.0,69.0,90.0,2.06,CA,1611081541.0
terrace bay,48.7834,-87.1,-14.0,66.0,40.0,5.14,CA,1611081694.0
char bhadrasan,23.3167,90.2167,20.0,88.0,2.0,2.85,BD,1611081694.0
ambovombe,-25.1667,46.0833,24.41,85.0,92.0,8.03,MG,1611081694.0
lebedinyy,58.5167,125.5167,-27.8,84.0,100.0,6.29,RU,1611081694.0
verkhoyansk,67.5447,133.385,-36.51,80.0,100.0,0.54,RU,1611081694.0
amulung,17.8357,121.7237,21.77,95.0,100.0,3.95,PH,1611081694.0
rio grande,-32.035,-52.0986,27.0,54.0,20.0,5.14,BR,1611081565.0
san rafael,-34.6177,-68.3301,33.35,15.0,0.0,5.98,AR,1611081694.0
uhlove,44.8215,33.6045,-5.56,60.0,93.0,1.38,UA,1611081694.0
ranfurly,-45.1333,170.1,8.33,55.0,41.0,0.89,NZ,1611081694.0
shu,43.5983,73.7614,2.26,82.0,100.0,3.79,KZ,1611081694.0
plouzane,48.3833,-4.6167,10.0,100.0,90.0,10.8,FR,1611081695.0
kimbe,-5.5502,150.1429,24.7,88.0,100.0,1.06,PG,1611081695.0
aleksandrov gay,50.147,48.5704,-18.74,93.0,88.0,2.11,RU,1611081695.0
samarai,-10.6167,150.6667,28.83,78.0,100.0,6.37,PG,1611081695.0
borgarnes,64.5383,-21.9206,1.0,75.0,75.0,9.26,IS,1611081695.0
kaseda,31.4167,130.3167,1.67,80.0,29.0,2.68,JP,1611081695.0
bowen,-20.0167,148.2333,23.0,94.0,75.0,3.09,AU,1611081695.0
nove zamky,47.9854,18.1619,2.22,74.0,100.0,2.54,SK,1611081695.0
tucurui,-3.7661,-49.6725,27.49,87.0,100.0,1.34,BR,1611081695.0
arman,59.7,150.1667,-26.53,77.0,100.0,5.21,RU,1611081695.0
yatou,37.15,122.3833,0.67,91.0,0.0,4.1,CN,1611081695.0
karpathos,35.507,27.2132,10.0,53.0,25.0,5.66,GR,1611081695.0
gamba,-2.65,10.0,25.28,82.0,84.0,2.14,GA,1611081700.0
valdivia,-39.8142,-73.2459,29.0,39.0,0.0,4.63,CL,1611081577.0
lisala,2.15,21.5167,25.28,57.0,0.0,0.29,CD,1611081700.0
suluq,31.6682,20.2521,11.57,71.0,6.0,3.93,LY,1611081700.0
jilin,43.0,126.0,-16.27,87.0,100.0,2.49,CN,1611081701.0
warmbad,-28.45,18.7333,30.42,17.0,0.0,5.16,NA,1611081701.0
petropavlovsk-kamchatskiy,53.0452,158.6483,-7.0,53.0,75.0,6.0,RU,1611081701.0
clermont,49.5,2.4167,7.0,87.0,90.0,5.66,FR,1611081701.0
huarmey,-10.0681,-78.1522,24.94,65.0,23.0,4.79,PE,1611081701.0
jaru,-10.4389,-62.4664,26.14,88.0,85.0,0.84,BR,1611081701.0
udachnyy,66.4167,112.4,-49.73,51.0,100.0,0.81,RU,1611081701.0
praxedis guerrero,31.3667,-106.0167,9.0,39.0,90.0,8.75,MX,1611081701.0
